"","Indice","response","phi_l_ed","phi_l_jw","phi_l_dm1","phi_l_dm2","phi_f_ed","phi_f_jw","phi_f_dm1","phi_f_dm2","phi_m_ed","phi_m_jw","phi_m_dm1","phi_m_dm2","phi_addr","phi_age","phi_res_city","phi_race","phi_ethnic","phi_party","phi_gender","phi_birth_st"
"21064",21064,0,4,0.38,2,2,0,0,0,0,6,1,3,3,14,0,0,1,1,1,1,0
"21065",21065,0,8,0.625925925925926,2,2,0,0,0,0,5,1,3,3,13,0,1,1,0,1,1,0
"21066",21066,0,4,0.516666666666667,3,3,7,1,3,3,3,1,1,1,12,1,1,1,1,1,1,0
"21067",21067,0,4,0.533333333333333,2,2,7,0.563492063492063,4,4,7,1,3,3,14,1,1,1,1,1,1,0
"21068",21068,0,5,0.544444444444445,2,2,0,0,0,0,3,0.366666666666667,1,1,14,0,0,1,1,1,1,0
"21069",21069,0,5,1,2,2,0,0,0,0,4,0.555555555555556,3,3,16,0,0,1,1,1,1,0
"21070",21070,0,0,0,0,0,7,0.563492063492063,4,4,4,1,3,3,0,0,0,1,0,0,1,0
"21071",21071,0,5,0.438095238095238,2,2,4,0.422222222222222,3,3,4,0.516666666666667,2,2,12,0,1,1,1,1,1,0
"21072",21072,0,6,0.508333333333333,4,4,0,0,0,0,6,0.466666666666667,3,3,15,0,0,1,1,1,1,0
"21073",21073,0,7,0.5,4,4,0,0,0,0,5,0.555555555555556,3,3,3,0,0,1,1,0,1,0
"21074",21074,0,7,0.569444444444445,4,4,7,1,4,4,7,0.563492063492063,4,4,0,1,0,1,0,1,0,0
"21075",21075,0,8,0.45,3,3,8,0.497354497354497,4,4,6,1,4,4,0,0,0,1,0,1,0,0
"21076",21076,0,6,0.563492063492063,4,4,0,0,0,0,4,0.388888888888889,2,2,11,0,0,1,0,1,1,1
"21077",21077,0,7,0.509920634920635,4,4,0,0,0,0,5,0.571428571428572,3,3,12,0,0,1,0,1,1,1
"21078",21078,0,6,0.535714285714286,3,3,7,0.527777777777778,3,3,5,1,2,2,0,0,0,1,1,0,1,1
"21079",21079,0,0,0,0,0,7,0.541666666666667,3,3,4,1,2,2,0,1,0,1,1,0,0,0
"21080",21080,0,6,0.535714285714286,3,3,6,0.416666666666667,3,3,5,0.527777777777778,3,3,0,0,0,1,1,1,0,0
"21081",21081,0,0,0,0,0,7,0.541666666666667,3,3,4,1,2,2,0,1,0,1,1,0,0,0
"21082",21082,0,6,0.571428571428572,3,3,3,0.5,2,2,4,0.516666666666667,1,1,13,0,1,1,1,1,1,0
"21083",21083,0,7,1,4,4,5,1,3,3,9,0.553030303030303,4,4,12,0,1,1,1,1,1,0
"21084",21084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"21085",21085,0,7,0.486111111111111,3,3,0,0,0,0,3,0.472222222222222,1,1,12,0,0,1,1,1,1,0
"21086",21086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"21087",21087,0,0,0,0,0,7,0.476190476190476,3,3,6,0.541666666666667,2,2,0,0,0,1,1,1,0,0
"21088",21088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"21089",21089,0,7,0.486111111111111,3,3,0,0,0,0,3,0.472222222222222,1,1,12,0,0,1,1,1,1,0
"21090",21090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"21091",21091,0,0,0,0,0,7,0.476190476190476,3,3,6,0.541666666666667,2,2,0,0,0,1,1,1,0,0
"21092",21092,0,8,0.488888888888889,3,3,0,0,0,0,7,0.425,2,2,12,0,0,1,1,0,1,0
"21093",21093,0,8,0.488888888888889,3,3,0,0,0,0,7,0.425,2,2,12,0,0,1,0,0,1,0
"21094",21094,0,4,0.35,1,1,6,0.375,2,3,4,0.5,2,2,12,0,0,1,1,1,1,0
"21095",21095,0,0,0,0,0,5,0.414285714285714,2,2,4,0.388888888888889,2,2,7,0,0,1,0,1,1,0
"21096",21096,0,0,0,0,0,7,0.476190476190476,3,3,6,0.541666666666667,2,2,0,0,0,1,1,1,0,0
"21097",21097,0,0,0,0,0,7,0.476190476190476,3,3,6,0.541666666666667,2,2,0,0,0,1,1,1,0,0
"21098",21098,0,7,0.32,2,2,6,0.41005291005291,3,3,7,0.558333333333333,3,3,12,0,0,1,1,1,1,1
"21099",21099,0,6,0.555555555555556,3,3,5,0.434920634920635,3,3,7,0.541666666666667,3,3,9,1,0,1,1,1,1,1
"21100",21100,0,7,0.486111111111111,3,3,0,0,0,0,5,1,3,3,11,0,0,0,0,1,1,1
"21101",21101,0,5,0.588888888888889,2,2,0,0,0,0,7,1,3,3,15,0,0,1,0,0,1,1
"21102",21102,0,0,0,0,0,4,0.533333333333333,2,2,0,0,0,0,0,0,0,0,1,1,0,1
"21103",21103,0,0,0,0,0,4,0.533333333333333,2,2,0,0,0,0,0,0,0,0,1,1,0,1
"21104",21104,0,0,0,0,0,4,0.533333333333333,2,2,0,0,0,0,0,0,0,0,1,1,0,1
"21105",21105,0,0,0,0,0,4,0.533333333333333,2,2,0,0,0,0,0,0,0,0,1,1,0,1
"21106",21106,0,6,0.46031746031746,3,3,8,0.362121212121212,2,2,0,0,0,0,12,0,1,0,0,1,1,0
"21107",21107,0,6,0.563492063492063,4,4,8,0.477777777777778,3,3,0,0,0,0,10,1,0,0,0,1,1,0
"21108",21108,0,5,0.341666666666667,3,3,0,0,0,0,5,1,3,3,9,0,0,1,1,1,1,0
"21109",21109,0,5,1,2,2,0,0,0,0,4,0.488888888888889,2,2,10,0,0,1,1,1,1,0
"21110",21110,0,5,0.544444444444445,3,3,7,0.558333333333333,4,4,6,1,4,4,0,0,0,1,1,0,0,0
"21111",21111,0,3,0.4,1,1,7,0.569444444444445,3,3,0,0,0,0,8,0,0,1,1,0,1,1
"21112",21112,0,5,0.438095238095238,3,3,0,0,0,0,7,0.438095238095238,3,4,14,0,0,1,1,1,1,1
"21113",21113,0,7,0.558333333333333,4,4,0,0,0,0,6,0.507936507936508,4,4,15,0,1,1,1,1,1,0
"21114",21114,0,0,0,0,0,5,0.544444444444445,3,3,6,0.394285714285714,3,3,0,0,0,0,1,0,0,1
"21115",21115,0,0,0,0,0,5,0.544444444444445,3,3,6,0.571428571428572,4,3,0,0,0,1,1,0,0,0
"21116",21116,0,0,0,0,0,4,0.305555555555556,3,3,5,1,3,2,0,0,0,0,1,0,1,0
"21117",21117,0,0,0,0,0,5,0.544444444444445,3,3,6,0.394285714285714,3,3,0,0,0,0,1,0,0,1
"21118",21118,0,6,0.301666666666667,2,2,1,0.14,0,0,5,0.544444444444445,3,3,12,1,0,0,1,1,1,1
"21119",21119,0,7,0.558333333333333,4,4,6,0.555555555555556,3,3,4,0.488888888888889,2,2,14,0,1,0,1,1,1,1
"21120",21120,0,3,0.4,2,2,0,0,0,0,3,0.366666666666667,2,2,12,0,0,1,1,1,1,0
"21121",21121,0,6,0.552380952380952,4,4,0,0,0,0,5,0.516666666666667,3,3,15,0,1,1,0,1,1,0
"21122",21122,0,0,0,0,0,4,0.305555555555556,3,3,5,1,3,2,0,0,0,0,1,0,1,0
"21123",21123,0,0,0,0,0,5,0.544444444444445,3,3,6,0.571428571428572,4,3,0,0,0,1,1,0,0,0
"21124",21124,0,6,0.46031746031746,3,2,0,0,0,0,4,1,2,2,13,0,0,1,1,1,1,0
"21125",21125,0,5,0.544444444444445,3,3,0,0,0,0,5,1,2,2,15,0,0,1,0,0,1,0
"21126",21126,0,5,0.527777777777778,2,2,5,0.394285714285714,2,2,4,1,2,2,10,0,1,1,1,1,1,0
"21127",21127,0,4,0.444444444444445,2,2,7,0.571428571428572,3,3,5,0.535714285714286,4,3,13,0,0,1,1,1,1,1
"21128",21128,0,9,0.511111111111111,3,2,0,0,0,0,4,0.38,2,2,3,0,0,1,1,0,1,1
"21129",21129,0,9,0.511111111111111,3,2,0,0,0,0,4,0.38,2,2,6,0,0,1,1,0,1,1
"21130",21130,0,5,0.388888888888889,2,1,6,0.552380952380952,3,3,11,0.453846153846154,3,3,0,0,0,1,1,1,0,1
"21131",21131,0,5,0.388888888888889,2,1,2,0.186666666666667,1,0,5,0.555555555555556,4,4,0,0,0,1,0,1,1,0
"21132",21132,0,6,0.563492063492063,3,3,0,0,0,0,6,0.588888888888889,4,4,1,1,0,1,1,1,1,1
"21133",21133,0,6,0.642857142857143,4,4,0,0,0,0,6,0.555555555555556,4,4,2,1,0,1,1,1,1,1
"21134",21134,0,6,0.552380952380952,3,3,7,0.571428571428572,3,3,6,0.544444444444445,4,4,0,0,0,1,1,0,0,0
"21135",21135,0,6,0.552380952380952,3,3,6,0.535714285714286,3,3,4,0.444444444444445,4,4,0,0,0,0,1,0,0,0
"21136",21136,0,8,1,4,4,0,0,0,0,5,1,1,1,19,0,1,1,1,1,1,1
"21137",21137,0,7,1,4,4,0,0,0,0,5,1,3,3,16,0,0,1,1,1,1,1
"21138",21138,0,6,0.552380952380952,3,3,7,0.571428571428572,3,3,5,1,2,2,0,0,0,1,0,0,1,0
"21139",21139,0,6,0.552380952380952,3,3,7,1,3,3,6,1,4,4,0,0,0,0,0,0,0,0
"21140",21140,0,7,0.472222222222222,3,3,0,0,0,0,3,1,1,1,16,0,0,1,0,0,1,0
"21141",21141,0,0,0,0,0,6,0.544444444444445,4,3,4,1,2,2,0,0,0,1,0,1,1,0
"21142",21142,0,7,0.375,2,2,5,0.533333333333333,3,3,5,1,3,3,0,0,0,1,0,1,1,0
"21143",21143,0,6,0.430555555555556,4,4,4,0.422222222222222,3,2,6,1,4,4,3,1,0,1,1,1,1,1
"21144",21144,0,7,0.569444444444445,3,3,0,0,0,0,8,1,3,3,16,0,0,1,1,1,1,1
"21145",21145,0,7,0.486111111111111,2,2,0,0,0,0,6,1,4,4,12,0,0,1,0,1,1,1
"21146",21146,0,7,0.583333333333333,4,4,4,0.533333333333333,3,3,3,1,1,1,0,0,0,1,0,0,1,1
"21147",21147,0,7,0.398809523809524,4,4,4,0.516666666666667,2,2,9,1,4,4,0,0,0,1,0,1,0,1
"21148",21148,0,6,0.638888888888889,1,1,0,0,0,0,3,0.5,3,3,14,0,0,1,1,1,1,1
"21149",21149,0,5,0.2625,2,2,0,0,0,0,2,0.195,2,2,14,0,0,1,1,1,1,1
"21150",21150,0,7,0.375,2,2,6,1,3,3,4,0.516666666666667,2,2,0,0,0,1,1,1,1,0
"21151",21151,0,10,0.513888888888889,3,3,5,0.555555555555556,2,2,6,0.535714285714286,2,2,0,0,0,1,1,1,0,0
"21152",21152,0,5,0.438095238095238,3,3,0,0,0,0,5,0.422222222222222,3,3,16,0,0,1,1,0,1,0
"21153",21153,0,7,0.398809523809524,4,4,0,0,0,0,8,0.459259259259259,4,4,18,0,0,1,1,0,1,0
"21154",21154,0,0,0,0,0,7,0.563492063492063,3,3,4,0.422222222222222,2,2,0,0,0,1,1,0,0,1
"21155",21155,0,5,0.357142857142857,4,4,5,0.544444444444445,3,3,0,0,0,0,15,0,1,1,1,0,1,1
"21156",21156,0,6,0.547619047619048,2,2,0,0,0,0,5,0.444444444444445,2,2,13,0,0,1,0,1,0,0
"21157",21157,0,7,0.571428571428572,4,4,0,0,0,0,6,0.544444444444445,4,4,12,0,0,1,0,0,1,0
"21158",21158,0,0,0,0,0,7,0.486111111111111,3,3,4,0.411111111111111,2,2,0,0,0,1,1,0,0,0
"21159",21159,0,7,0.577380952380952,3,3,5,0.588888888888889,1,1,5,0.357142857142857,2,2,0,0,0,1,0,0,1,1
"21160",21160,0,4,0.285714285714286,3,3,0,0,0,0,7,1,4,4,9,0,0,1,1,0,1,1
"21161",21161,0,7,0.552380952380952,4,4,0,0,0,0,2,0.277777777777778,1,1,11,0,0,1,1,1,1,1
"21162",21162,0,4,0.323809523809524,4,4,4,0.1,1,1,4,1,2,2,11,1,1,1,1,1,1,1
"21163",21163,0,7,0.563492063492063,4,4,6,0.416666666666667,3,3,4,1,2,2,12,0,1,1,1,1,1,1
"21164",21164,0,4,0.357142857142857,3,3,0,0,0,0,0,0,0,0,11,0,0,1,1,1,1,0
"21165",21165,0,6,0.552380952380952,3,3,0,0,0,0,4,0.488888888888889,1,1,10,0,1,1,1,1,1,0
"21166",21166,0,0,0,0,0,7,0.486111111111111,3,3,4,0.411111111111111,2,2,0,0,0,1,1,0,0,0
"21167",21167,0,7,0.577380952380952,3,3,7,0.558333333333333,3,2,6,0.552380952380952,2,2,0,0,0,1,0,1,0,0
"21168",21168,0,7,1,4,4,0,0,0,0,13,0.619047619047619,4,4,13,0,1,0,0,1,1,1
"21169",21169,0,6,0.438095238095238,4,4,0,0,0,0,11,0.514285714285714,4,4,12,0,1,0,1,0,1,0
"21170",21170,0,0,0,0,0,6,0.563492063492063,3,3,13,0.587301587301587,4,4,0,0,0,0,1,0,1,0
"21171",21171,0,0,0,0,0,6,0.392857142857143,3,3,11,0.485714285714286,4,4,0,0,0,0,1,0,0,0
"21172",21172,0,5,0.394285714285714,3,3,0,0,0,0,5,0.555555555555556,3,3,15,0,1,1,1,1,1,0
"21173",21173,0,6,0.468253968253968,2,2,0,0,0,0,4,0.388888888888889,2,2,17,0,0,1,1,1,1,1
"21174",21174,0,0,0,0,0,7,0.563492063492063,3,3,4,0.422222222222222,2,2,0,0,0,1,1,0,0,1
"21175",21175,0,9,0.531746031746032,4,4,6,0.552380952380952,2,2,6,1,3,3,18,0,1,1,1,1,1,1
"21176",21176,0,5,0.394285714285714,3,3,0,0,0,0,5,0.428571428571429,4,4,10,0,1,1,1,0,1,0
"21177",21177,0,4,0.243386243386243,3,3,0,0,0,0,6,0.535714285714286,3,3,12,0,0,1,1,0,1,1
"21178",21178,0,0,0,0,0,5,0.421428571428571,1,1,4,0.323809523809524,3,3,0,1,0,1,1,1,1,1
"21179",21179,0,8,0.577380952380952,4,4,6,0.555555555555556,3,3,5,0.404761904761905,3,3,0,0,0,1,1,0,0,1
"21180",21180,0,7,0.563492063492063,4,4,0,0,0,0,4,0.411111111111111,2,2,15,0,0,1,1,1,1,1
"21181",21181,0,7,0.412698412698413,3,3,0,0,0,0,6,0.552380952380952,3,3,18,0,1,1,1,0,1,1
"21182",21182,0,8,0.577380952380952,4,4,7,0.563492063492063,3,3,3,0.327777777777778,1,1,0,0,0,1,1,0,0,1
"21183",21183,0,5,0.337301587301587,3,3,6,0.563492063492063,4,3,4,0.366666666666667,2,2,11,0,1,1,1,1,1,0
"21184",21184,0,7,0.413333333333333,3,3,0,0,0,0,4,0.472222222222222,2,2,11,0,1,1,1,1,1,0
"21185",21185,0,10,0.480639730639731,3,3,0,0,0,0,4,1,2,2,10,0,1,1,1,1,1,0
"21186",21186,0,8,0.574074074074074,4,4,7,0.563492063492063,2,2,3,0.333333333333333,1,1,0,0,0,1,1,0,1,0
"21187",21187,0,8,0.574074074074074,4,4,3,0.3,1,1,6,1,3,3,13,0,1,1,1,1,1,0
"21188",21188,0,8,0.49537037037037,4,4,4,0.198214285714286,3,3,7,0.644444444444444,3,3,12,1,0,1,1,1,1,0
"21189",21189,0,6,0.27037037037037,3,3,4,0.226666666666667,1,1,10,0.383333333333333,2,2,8,1,0,1,1,1,1,0
"21190",21190,0,7,0.453703703703704,4,4,3,0.234285714285714,1,1,9,0.416666666666667,3,3,9,1,0,1,1,1,1,0
"21191",21191,0,7,0.37037037037037,3,3,6,0.453042328042328,4,4,10,0.4,2,2,7,1,0,1,1,1,1,0
"21192",21192,0,9,0.587962962962963,4,4,0,0,0,0,5,1,3,3,12,0,0,1,1,1,1,1
"21193",21193,0,8,0.509259259259259,4,4,0,0,0,0,5,1,3,3,15,1,0,1,1,1,1,1
"21194",21194,0,0,0,0,0,9,0.450757575757576,4,4,5,1,3,3,0,1,0,1,0,0,0,0
"21195",21195,0,6,0.244444444444445,3,3,9,0.479978354978355,4,4,6,0.552380952380952,3,2,9,0,0,1,1,1,1,1
"21196",21196,0,7,0.5,2,2,0,0,0,0,4,0.388888888888889,1,1,8,0,0,1,1,1,1,0
"21197",21197,0,7,0.466666666666667,3,3,0,0,0,0,3,0.425,1,1,12,0,0,1,1,1,1,0
"21198",21198,0,6,0.355555555555556,4,4,5,1,1,1,0,0,0,0,8,1,0,1,1,1,1,0
"21199",21199,0,9,0.582010582010582,3,3,6,1,3,3,4,1,2,2,6,0,0,1,1,1,1,1
"21200",21200,0,7,0.459259259259259,4,4,5,0.544444444444445,3,3,3,0.366666666666667,2,2,0,0,0,1,1,0,1,0
"21201",21201,0,9,0.525925925925926,4,4,4,0.4,3,3,4,0.533333333333333,2,2,0,0,0,1,0,0,1,0
"21202",21202,0,5,0.625925925925926,4,4,7,0.569444444444445,4,4,0,0,0,0,12,0,0,1,1,1,1,0
"21203",21203,0,8,0.509259259259259,3,3,4,0.411111111111111,3,3,0,0,0,0,16,1,0,1,1,1,1,0
"21204",21204,0,8,0.518518518518519,3,3,0,0,0,0,3,0.225,1,1,10,1,0,1,1,1,1,1
"21205",21205,0,5,0.283333333333333,1,1,0,0,0,0,2,0.2,1,1,10,0,0,1,1,1,1,0
"21206",21206,0,9,0.525925925925926,4,4,7,0.558333333333333,3,3,3,1,2,2,0,0,0,1,1,0,1,1
"21207",21207,0,7,0.459259259259259,4,4,7,0.405,3,3,3,0.25,2,2,0,0,0,1,1,0,0,1
"21208",21208,0,8,0.546296296296296,3,3,0,0,0,0,2,0.3,0,0,10,0,0,1,1,1,1,0
"21209",21209,0,9,0.582010582010582,4,4,0,0,0,0,5,0.535714285714286,2,2,6,0,0,1,1,1,1,0
"21210",21210,0,8,0.562962962962963,4,4,6,0.452777777777778,4,3,0,0,0,0,9,0,0,1,1,0,1,1
"21211",21211,0,8,0.523809523809524,4,4,0,0,0,0,3,0.5,1,1,9,0,0,1,1,0,1,1
"21212",21212,0,7,0.625925925925926,3,3,0,0,0,0,3,0.311111111111111,2,2,11,0,0,1,1,1,1,0
"21213",21213,0,5,0.37962962962963,3,3,0,0,0,0,6,0.552380952380952,3,3,15,0,0,1,1,1,1,0
"21214",21214,0,0,0,0,0,6,0.535714285714286,3,3,7,0.644444444444444,3,3,0,0,0,1,1,0,1,0
"21215",21215,0,7,0.388888888888889,2,2,4,0.516666666666667,3,3,0,0,0,0,14,0,0,1,1,1,1,0
"21216",21216,0,5,0.296296296296296,4,4,0,0,0,0,2,0.2,0,0,14,0,0,1,1,1,1,0
"21217",21217,0,5,0.421296296296296,4,4,0,0,0,0,7,0.2625,3,3,11,0,0,1,1,0,1,0
"21218",21218,0,5,0.625925925925926,4,4,4,0.37,2,3,6,1,2,2,15,0,0,1,1,1,1,0
"21219",21219,0,8,0.625925925925926,3,3,4,0.311111111111111,2,3,2,0.2,0,0,14,1,0,1,1,1,1,0
"21220",21220,0,6,0.625925925925926,4,4,0,0,0,0,3,0.194444444444445,2,2,14,0,0,1,1,1,1,0
"21221",21221,0,7,0.459259259259259,4,4,0,0,0,0,7,0.402777777777778,3,3,11,0,0,1,1,1,1,0
"21222",21222,0,8,0.509259259259259,3,3,7,0.486111111111111,4,4,7,0.626984126984127,3,3,10,1,0,1,1,1,1,1
"21223",21223,0,6,0.411375661375661,3,3,4,0.588888888888889,3,3,5,0.5,3,3,7,1,0,1,1,1,1,0
"21224",21224,0,5,0.392857142857143,3,3,6,0.535714285714286,2,2,5,0.444444444444445,4,4,14,0,0,1,1,1,1,1
"21225",21225,0,7,0.571428571428572,4,4,4,1,2,2,4,0.35,3,3,7,0,0,1,1,1,1,1
"21226",21226,0,8,0.509523809523809,3,3,4,1,2,2,4,0.422222222222222,2,2,14,0,0,1,1,1,1,1
"21227",21227,0,9,0.504761904761905,4,4,6,0.535714285714286,3,3,6,0.588888888888889,4,4,15,0,0,1,1,1,1,1
"21228",21228,0,8,1,4,4,7,0.558333333333333,4,4,0,0,0,0,0,0,0,1,1,0,1,1
"21229",21229,0,8,1,4,4,7,0.558333333333333,4,4,9,1,4,4,0,0,0,1,0,0,1,1
"21230",21230,0,5,0.333333333333333,4,4,6,0.375,3,3,0,0,0,0,8,1,0,1,1,1,1,0
"21231",21231,0,6,0.43452380952381,4,4,8,1,4,4,1,1,1,1,10,0,1,0,1,1,1,1
"21232",21232,0,8,0.583333333333333,4,4,0,0,0,0,2,0.277777777777778,1,1,12,0,0,1,1,0,1,1
"21233",21233,0,7,0.472222222222222,4,4,0,0,0,0,3,0.5,1,1,12,0,0,1,1,1,1,0
"21234",21234,0,7,0.558333333333333,3,3,5,0.392857142857143,3,3,2,0.333333333333333,1,1,12,0,0,1,1,1,1,1
"21235",21235,0,6,0.509920634920635,2,2,5,0.46031746031746,3,3,4,0.388888888888889,3,3,10,0,0,1,1,1,1,1
"21236",21236,0,8,0.577380952380952,4,4,0,0,0,0,6,0.604761904761905,4,3,13,0,0,0,0,0,1,0
"21237",21237,0,7,0.416666666666667,2,2,8,0.546296296296296,3,3,6,0.488095238095238,2,1,0,0,0,1,1,0,0,1
"21238",21238,0,7,0.569444444444445,4,4,7,0.592592592592593,2,2,7,1,4,4,0,0,0,1,1,0,1,0
"21239",21239,0,5,0.316666666666667,3,3,4,0.226190476190476,1,1,6,0.428571428571429,3,2,10,1,1,1,1,1,1,0
"21240",21240,0,3,0.366666666666667,2,2,0,0,0,0,7,0.562962962962963,3,3,10,0,0,1,0,0,1,1
"21241",21241,0,4,0.516666666666667,1,2,5,0.357142857142857,2,1,3,0.146666666666667,1,1,10,0,1,1,1,1,1,0
"21242",21242,0,6,0.4,3,3,6,0.535714285714286,3,3,3,0.4,1,1,12,0,1,1,0,1,1,1
"21243",21243,0,4,0.48,2,1,5,0.438095238095238,2,2,4,0.516666666666667,2,2,11,0,1,1,1,1,0,1
"21244",21244,0,2,0.16,0,0,0,0,0,0,5,0.555555555555556,3,3,15,0,0,1,1,0,1,1
"21245",21245,0,4,0.4,2,2,0,0,0,0,5,0.422222222222222,3,3,8,0,0,1,1,0,1,1
"21246",21246,0,0,0,0,0,3,0.171428571428571,2,2,6,1,4,4,0,0,0,1,1,1,0,1
"21247",21247,0,4,0.48,2,1,6,0.552380952380952,3,3,4,0.416666666666667,2,3,11,1,1,1,1,1,1,1
"21248",21248,0,5,0.285714285714286,4,4,0,0,0,0,4,1,3,3,11,0,0,1,1,1,1,0
"21249",21249,0,5,0.46031746031746,3,3,0,0,0,0,2,0.444444444444445,1,1,18,0,0,1,1,1,1,0
"21250",21250,0,8,0.577380952380952,3,3,6,0.507142857142857,3,3,4,1,2,2,0,0,0,1,1,1,1,1
"21251",21251,0,7,0.571428571428572,4,4,5,0.37,1,1,4,0.457142857142857,2,2,0,0,0,1,1,1,0,0
"21252",21252,0,5,0.46031746031746,3,3,0,0,0,0,6,1,3,3,16,0,0,0,0,1,0,0
"21253",21253,0,6,0.552380952380952,3,3,6,0.476190476190476,3,3,10,1,4,4,0,0,0,0,0,0,0,0
"21254",21254,0,5,0.337301587301587,2,2,6,0.535714285714286,3,3,6,1,3,3,14,0,0,1,1,1,1,1
"21255",21255,0,6,1,3,3,7,0.476190476190476,4,4,8,1,3,3,12,0,0,1,1,1,1,1
"21256",21256,0,4,0.48,2,2,0,0,0,0,5,0.357142857142857,2,2,11,1,0,1,0,0,1,1
"21257",21257,0,5,0.533333333333333,2,2,9,0.510822510822511,2,2,5,0.257142857142857,3,3,0,0,0,1,1,1,1,1
"21258",21258,0,0,0,0,0,6,0.46031746031746,2,2,5,0.291428571428571,2,2,0,0,0,1,1,1,0,0
"21259",21259,0,8,0.522222222222222,3,2,5,0.328042328042328,4,4,6,0.404761904761905,3,3,15,1,0,1,1,1,1,1
"21260",21260,0,7,0.42,3,2,0,0,0,0,2,0.142222222222222,1,1,17,0,0,1,1,1,1,0
"21261",21261,0,6,0.45,3,3,0,0,0,0,4,0.3,3,3,15,0,0,1,1,1,1,0
"21262",21262,0,5,0.533333333333333,2,2,9,0.448232323232323,3,3,4,0.323809523809524,3,3,0,0,0,1,1,1,0,0
"21263",21263,0,7,0.42,3,2,0,0,0,0,2,0.142222222222222,1,1,17,0,0,1,1,1,1,0
"21264",21264,0,4,0.27,2,2,0,0,0,0,5,0.388888888888889,1,1,13,0,0,1,1,1,1,1
"21265",21265,0,7,0.486111111111111,4,4,0,0,0,0,5,0.388888888888889,3,3,11,0,0,1,1,1,1,1
"21266",21266,0,3,0.3,3,3,6,0.563492063492063,4,3,5,0.388888888888889,1,1,12,0,0,1,1,1,1,1
"21267",21267,0,5,0.444444444444445,3,4,4,0.588888888888889,3,2,6,1,3,3,17,0,0,1,1,1,1,1
"21268",21268,0,5,0.527777777777778,4,4,0,0,0,0,5,0.444444444444445,2,2,15,0,0,1,0,0,0,0
"21269",21269,0,3,0.27,1,2,5,0.422222222222222,3,3,7,1,4,4,3,0,0,1,1,1,1,1
"21270",21270,0,7,0.569444444444445,3,3,5,0.544444444444445,3,3,5,0.46031746031746,3,3,12,1,0,1,1,1,1,1
"21271",21271,0,5,0.444444444444445,4,4,6,0.563492063492063,4,4,6,0.46031746031746,4,4,11,0,0,1,1,1,1,1
"21272",21272,0,5,0.444444444444445,3,3,5,1,2,2,4,0.533333333333333,2,2,0,0,0,1,0,1,1,0
"21273",21273,0,0,0,0,0,7,1,2,3,6,0.508333333333333,4,4,0,0,0,1,1,0,0,0
"21274",21274,0,4,0.422222222222222,3,3,5,1,2,2,4,1,1,1,11,1,1,1,1,0,1,1
"21275",21275,0,6,0.626984126984127,4,4,5,1,3,2,12,0.506349206349206,3,3,11,1,1,1,1,1,1,0
"21276",21276,0,4,0.337301587301587,2,3,0,0,0,0,8,0.546296296296296,4,4,11,0,0,1,1,1,1,0
"21277",21277,0,6,0.468253968253968,4,4,0,0,0,0,7,0.555555555555556,2,2,12,0,0,1,1,1,1,0
"21278",21278,0,6,0.555555555555556,4,4,6,0.535714285714286,4,4,7,0.444444444444445,3,3,0,0,0,1,0,0,0,0
"21279",21279,0,7,0.563492063492063,3,3,5,0.438095238095238,2,2,0,0,0,0,10,0,0,1,1,1,1,0
"21280",21280,0,5,0.444444444444445,3,3,0,0,0,0,5,1,2,2,5,0,0,1,1,1,1,0
"21281",21281,0,5,0.444444444444445,1,2,0,0,0,0,5,1,3,3,6,0,0,1,1,0,0,0
"21282",21282,0,7,0.36,2,2,6,1,4,4,0,0,0,0,14,0,0,1,1,1,1,0
"21283",21283,0,3,0.2,3,3,4,1,2,2,7,0.508333333333333,2,2,13,1,0,1,1,1,1,0
"21284",21284,0,6,0.472222222222222,4,4,0,0,0,0,7,0.558333333333333,3,3,8,0,1,1,1,1,1,0
"21285",21285,0,5,0.544444444444445,4,4,0,0,0,0,7,0.569444444444445,3,3,11,0,0,1,1,1,1,0
"21286",21286,0,0,0,0,0,4,0.444444444444445,3,3,7,0.569444444444445,4,4,0,0,0,1,1,1,0,0
"21287",21287,0,5,0.444444444444445,3,3,4,0.422222222222222,2,2,6,0.45,3,3,0,0,0,1,1,0,1,0
"21288",21288,0,5,0.444444444444445,1,2,5,0.544444444444445,4,4,8,1,3,3,0,0,0,1,1,1,0,1
"21289",21289,0,5,0.444444444444445,1,2,6,0.497142857142857,3,3,1,1,1,1,0,0,0,1,0,1,1,1
"21290",21290,0,5,0.46031746031746,3,3,3,0.4,2,2,0,0,0,0,11,0,1,0,1,1,1,1
"21291",21291,0,5,0.411111111111111,1,2,5,0.588888888888889,3,3,0,0,0,0,11,1,0,1,1,1,1,0
"21292",21292,0,4,0.253968253968254,3,3,0,0,0,0,8,0.569444444444445,4,4,11,0,1,1,1,1,1,0
"21293",21293,0,5,0.357142857142857,4,4,0,0,0,0,7,0.577380952380952,4,4,7,0,1,1,0,1,1,0
"21294",21294,0,0,0,0,0,6,0.46031746031746,3,3,8,0.472222222222222,4,4,0,0,0,1,0,1,1,0
